,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Second_Topic,Third_Topic
58,970,"The information regarding credits and debits was not explained. Also no way of knowing if what you paid out has been received ot not, I have to keep a record myself, no online data.",Q4,1/11/2018,Online mail,Once per month or more,Somewhat dissatisfied,,No,Female,Alberta,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,Yes,Desktop or laptop computer,6.0,0.3449999988079071,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'credit', 'debit', 'explain', 'way', 'know', 'pay', 'receive', 'record', 'online', 'datum']",8.0,3.0
59,972,Unable to access my balance and account!!,Q4,1/11/2018,Accounts and payments,Once per month or more,Very dissatisfied,,No,Male,Ontario,University graduate,55 to 64,English,Self-employed,"$120,000 and over",No,No,No,Desktop or laptop computer,5.0,0.42500001192092896,"account, access, instalment, error, statement, view, user, address, easy, phone","['unable', 'access', 'balance', 'account']",8.0,0.0
60,980,"althougth system says TFSA contribution room is updated, it is not.",Q4,1/11/2018,RRSP and TFSA,Once per month or more,Very dissatisfied,,No,Male,Ontario,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,0.0,0.42489999532699585,"update, able, email, check, answer, ask, know, understand, message, like","['system', 'say', 'tfsa_contribution_room', 'update']",5.0,10.0
61,985,Unable to find out how to pay reassessment charge,Q4,1/11/2018,Accounts and payments,Once or twice per year,Very dissatisfied,,Yes,Female,Alberta,University graduate,65 or older,English,Retired,Prefer not to say,No,No,No,Tablet,4.0,0.35420000553131104,"find, tax, receive, return, mail, say, need, log, year, process","['unable', 'find', 'pay', 'reassessment', 'charge']",0.0,8.0
62,997,I could not succesfully apply for the child care benefit as I have additional documents to submit and was not given the option to upload them.,Q4,1/11/2018,Submit documents,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Manitoba,University graduate,18 to 34,English,Other,"Under $20,000",No,No,No,Desktop or laptop computer,1.0,0.5619999766349792,"change, try, date, online, month, document, send, submit, credit, file","['successfully', 'apply', 'child_care', 'benefit', 'additional', 'document', 'submit', 'give', 'option', 'upload']",10.0,8.0
63,998,can't figure out why i have a debit on a credit i was just paid last week,Q4,1/11/2018,Benefits and tax credits information,Once or twice per year,Very dissatisfied,,Yes,Female,Alberta,Some university,18 to 34,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,Yes,Desktop or laptop computer,6.0,0.520799994468689,"information, payment, pay, look, wait, tell, get, balance, owe, show","['figure', 'debit', 'credit', 'pay', 'week']",5.0,1.0
64,1020,I have been trying to get the TFSA Contribution Room total corrected since July/17-still not corrected,Q4,1/11/2018,RRSP and TFSA,Once per month or more,Very dissatisfied,,No,Female,Ontario,University graduate,65 or older,English,Working part-time (less than 35 hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.5210000276565552,"change, try, date, online, month, document, send, submit, credit, file","['try', 'tfsa_contribution_room', 'total', 'correct', 'correct']",8.0,0.0
65,1054,I sent TD1 adjustment information MONTHS ago and CRA has yet to process it. Denied GST and ALCAR payments because of it.,Q4,1/12/2018,Tax returns,Once or twice per year,Very dissatisfied,,Yes,Prefer not to say,Alberta,University graduate,Prefer not to say,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,4.0,0.3465999960899353,"find, tax, receive, return, mail, say, need, log, year, process","['send', 'adjustment', 'information', 'months_ago', 'process', 'deny', 'gst', 'altar', 'payment']",6.0,0.0
66,1060,"I was trying to get ahold of my 2016 T4's so I can file my taxes...yeah yeah I'm filing late...anyways, only one of my two T4's was actually available on the website.  Can't file my taxes.",Q4,1/12/2018,Other,This was my first visit,Somewhat dissatisfied,"Sign-in Partner (i.e. the same sign-in you use for other online services, e.g. online banking)",Yes,Female,British Columbia,College/vocational/technical school,35 to 49,English,Other,Prefer not to say,No,No,No,Desktop or laptop computer,3.0,0.4377000033855438,"time, available, reassessment, login, never, option, service, take, long, taxis","['try', 'hold', 'file', 'taxis', 'yeah', 'file', 'late', 'anyways', 'actually', 'available', 'website', 'file', 'taxis']",8.0,0.0
67,1065,I have been waiting for such along time....since last april I think to find out my tfsa contribution room and I just haven't gotten the results and I am so frustrated with this lack of information..,Q4,1/12/2018,RRSP and TFSA,Once per month or more,Very dissatisfied,,Yes,Female,Saskatchewan,University graduate,65 or older,English,Retired,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,6.0,0.49639999866485596,"information, payment, pay, look, wait, tell, get, balance, owe, show","['wait', 'time', 'april', 'think', 'find', 'tfsa_contribution_room', 'get', 'result', 'frustrated', 'lack', 'information']",8.0,10.0
68,1069,Delayed for a month for the cra the process the Cctb after I sent the documents,Q4,1/12/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,35 to 49,English,"Unemployed, but looking for work",Prefer not to say,No,No,No,Smartphone,1.0,0.6922000050544739,"change, try, date, online, month, document, send, submit, credit, file","['delayed', 'month', 'process', 'canada_child_benefit', 'send', 'document']",8.0,5.0
69,1079,"Could not find hat I was looking for,information seemed not up to date",Q4,1/12/2018,Accounts and payments,Once or twice per year,Very dissatisfied,,Yes,Female,Alberta,University graduate,65 or older,English,Retired,"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,6.0,0.4327999949455261,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'hat', 'look', 'information', 'date']",1.0,2.0
70,1104,"What I was looking for is ""not availavle at this time""",Q4,1/12/2018,Accounts and payments,Once or twice per year,Very dissatisfied,,Yes,Female,British Columbia,College/vocational/technical school,55 to 64,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,3.0,0.5313000082969666,"time, available, reassessment, login, never, option, service, take, long, taxis","['look', 'available', 'time']",5.0,0.0
71,1115,"Wanted to print my proof of income using the 'PRINT' option provided, only blank pages were printed. I had to save or download my documents, which often saved as, again, blank. Issue maybe my browser",Q4,1/12/2018,"Proof of income statement (option ""C"" print)",Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,College/vocational/technical school,55 to 64,English,Working part-time (less than 35 hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,4.0,0.3693999946117401,"find, tax, receive, return, mail, say, need, log, year, process","['want', 'print', 'proof_income', 'print', 'option', 'provide', 'blank', 'page', 'print', 'save', 'download', 'document', 'save', 'blank', 'issue', 'maybe', 'browser']",5.0,3.0
72,1118,Been waiting 8 months for an adjustment to some of my previous tax returns.  I was initially told it would take 2-8 weeks.,Q4,1/12/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,New Brunswick,High school graduate,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,6.0,0.3499999940395355,"information, payment, pay, look, wait, tell, get, balance, owe, show","['wait', 'month', 'adjustment', 'previous', 'tax', 'return', 'initially', 'tell', 'week']",6.0,8.0
73,1131,The print option for the notice of assessment does not work well.,Q4,1/12/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,College/vocational/technical school,18 to 34,French,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,3.0,0.42500001192092896,"time, available, reassessment, login, never, option, service, take, long, taxis","['print', 'option', 'notice_assessment', 'work']",3.0,0.0
74,1153,The government and it's departments work in silos.  I have to call someone in an office on the east coast to give me a unclear answer.I then am forced to go on theCRA website to still get no answers.,Q4,1/12/2018,Tax returns,Prefer not to say,Very dissatisfied,,Prefer not to say,Female,Manitoba,Some university,35 to 49,English,A student attending school full-time,"$20,000 to under $40,000",No,No,Yes,Smartphone,0.0,0.32260000705718994,"update, able, email, check, answer, ask, know, understand, message, like","['government', 'department', 'work', 'silos', 'office', 'east', 'coast', 'unclear', 'answer', 'force', 'website', 'answer']",3.0,5.0
75,1162,"I am not able to review or confirm the status of documents that were previously submitted, or that they have been received and/or reviewed by CRA.",Q4,1/12/2018,Submit documents,Once per month or more,Very dissatisfied,,Yes,Male,Alberta,University graduate,55 to 64,English,Retired,"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,1.0,0.46959999203681946,"change, try, date, online, month, document, send, submit, credit, file","['able', 'review', 'confirm', 'status', 'document', 'previously', 'submit', 'receive', 'indoor', 'review']",5.0,0.0
76,1164,The notice of reassessment affected the cumulative tuition balance but did not provide me with the updated balances.,Q4,1/12/2018,Online mail,Once or twice per year,Very dissatisfied,,Prefer not to say,Female,Ontario,University graduate,18 to 34,English,A student attending school full-time,"Under $20,000",No,No,No,Desktop or laptop computer,0.0,0.44859999418258667,"update, able, email, check, answer, ask, know, understand, message, like","['notice', 'reassessment', 'affect', 'cumulative', 'tuition', 'balance', 'provide', 'update', 'balance']",6.0,0.0
77,1165,Poor support for issues. not clear guidance,Q4,1/12/2018,Tax returns,Prefer not to say,Very dissatisfied,,Prefer not to say,Male,Quebec,Some university,55 to 64,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,0.0,0.7533000111579895,"update, able, email, check, answer, ask, know, understand, message, like","['poor', 'support', 'issue', 'clear', 'guidance']",6.0,10.0
78,1167,I don't think the info is accurate which makes me uncomfortable as I don't want the government after me based on stories I have read in the media I have zero confidence I would get fair and accurate r,Q4,1/12/2018,RRSP and TFSA,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,College/vocational/technical school,55 to 64,English,Working part-time (less than 35 hours per week),"$80,000 to under $100,000",No,No,No,Tablet,2.0,0.44449999928474426,"want, site, help, letter, agent, line, difficult, response, make, direct","['think', 'information', 'accurate', 'make', 'uncomfortable', 'want', 'government', 'base', 'story', 'read', 'medium', 'zero', 'confidence', 'fair', 'accurate']",8.0,5.0
79,1180,Additional TFSA data was provided 3 months earlier and there has been no response from CRA as to a resolution.,Q4,1/12/2018,RRSP and TFSA,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,British Columbia,Some university,65 or older,English,Retired,"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,0.0,0.3449000120162964,"update, able, email, check, answer, ask, know, understand, message, like","['additional', 'tfsa', 'datum', 'provide', 'month', 'early', 'response', 'resolution']",8.0,3.0
80,1194,Tried last month to set up direct deposit and it didn’t work,Q4,1/12/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,Yes,Female,Nova Scotia,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,Yes,No,Smartphone,1.0,0.6875,"change, try, date, online, month, document, send, submit, credit, file","['try', 'month', 'set', 'direct_deposit', 'work']",8.0,10.0
81,1198,I tried to update my telephone number without any success - I tried for half an hour!!!,Q4,1/13/2018,Your personal information,Once or twice per year,Very dissatisfied,,Yes,Female,British Columbia,Post-graduate degree,65 or older,English,Retired,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,1.0,0.6536999940872192,"change, try, date, online, month, document, send, submit, credit, file","['try', 'update', 'telephone', 'number', 'success', 'try', 'half', 'hour']",0.0,8.0
82,1203,Statement of account was not working. Viewing the statement of accounts was the only reason I signed on today.,Q4,1/13/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,British Columbia,College/vocational/technical school,18 to 34,English,Self-employed,"$80,000 to under $100,000",No,No,No,Smartphone,5.0,0.7124999761581421,"account, access, instalment, error, statement, view, user, address, easy, phone","['statement', 'account', 'work', 'view', 'statement', 'account', 'reason', 'sign', 'today']",10.0,
